discipline_title,slug_game,city_host,country_host,continent_host,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code
Athletics,antwerp-1920,Antwerp,Belgium,Europe,56lb weight throw 254kg men,Men,SILVER,Athlete,,,Paddy Ryan,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,56lb weight throw 254kg men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/carl-johan-lind,Carl Johan LIND,Sweden,SE,SWE
Athletics,antwerp-1920,Antwerp,Belgium,Europe,pentathlon men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/eero-reino-lehtonen,Eero Reino LEHTONEN,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,pentathlon men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/everett-lewis-bradley,Everett Lewis BRADLEY,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,pentathlon men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/hugo-jalmari-lahtinen,Hugo Jalmari LAHTINEN,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,shot put men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/frans-wilhelmi-porhola,Frans Wilhelmi PÖRHÖLÄ,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,shot put men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/elmer-konstantin-niklander,Elmer Konstantin NIKLANDER,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,shot put men,Men,BRONZE,Athlete,,https://olympics.com/en/athletes/harry-liversedge,Harry LIVERSEDGE,United States of America,US,USA
Athletics,antwerp-1920,Antwerp,Belgium,Europe,discus throw men,Men,GOLD,Athlete,,https://olympics.com/en/athletes/elmer-konstantin-niklander,Elmer Konstantin NIKLANDER,Finland,FI,FIN
Athletics,antwerp-1920,Antwerp,Belgium,Europe,discus throw men,Men,SILVER,Athlete,,https://olympics.com/en/athletes/armas-rudolf-taipale,Armas Rudolf TAIPALE,Finland,FI,FIN
