discipline_title	slug_game	city_host	country_host	continent_host	event_title	event_gender	medal_type	participant_type	participant_title	athlete_url	athlete_full_name	country_name	country_code	country_3_letter_code
Athletics	stockholm-1912	Stockholm	Sweden	Europe	discus throw both hands men	Men	SILVER	Athlete		https://olympics.com/en/athletes/elmer-konstantin-niklander	Elmer Konstantin NIKLANDER	Finland	FI	FIN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	discus throw both hands men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/emil-magnusson	Emil MAGNUSSON	Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	4x100m relay men	Men	GOLD	GameTeam	Great Britain team			Great Britain	GB	GBR
Athletics	stockholm-1912	Stockholm	Sweden	Europe	4x100m relay men	Men	SILVER	GameTeam	Sweden team			Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	discus throw men	Men	GOLD	Athlete		https://olympics.com/en/athletes/armas-rudolf-taipale	Armas Rudolf TAIPALE	Finland	FI	FIN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	discus throw men	Men	SILVER	Athlete		https://olympics.com/en/athletes/richard-leslie-byrd	Richard Leslie BYRD	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	discus throw men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/james-henry-duncan	James Henry DUNCAN	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	3000m team men	Men	GOLD	GameTeam	United States team			United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	3000m team men	Men	SILVER	GameTeam	Sweden team			Sweden	SE	SWE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	3000m team men	Men	BRONZE	GameTeam	Great Britain team			Great Britain	GB	GBR
Athletics	stockholm-1912	Stockholm	Sweden	Europe	marathon men	Men	GOLD	Athlete			Ken McArthur	South Africa	ZA	RSA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	marathon men	Men	SILVER	Athlete			Chris Gitsham	South Africa	ZA	RSA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	marathon men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/gaston-strobino	Gaston STROBINO	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	10000m men	Men	GOLD	Athlete		https://olympics.com/en/athletes/hannes-kolehmainen	Hannes KOLEHMAINEN	Finland	FI	FIN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	10000m men	Men	SILVER	Athlete			Lewis Tewanima	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	10000m men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/albin-oskar-stenroos	Albin Oskar STENROOS	Finland	FI	FIN
Athletics	stockholm-1912	Stockholm	Sweden	Europe	long jump standing men	Men	GOLD	Athlete			Kostas Tsiklitiras	Greece	GR	GRE
Athletics	stockholm-1912	Stockholm	Sweden	Europe	long jump standing men	Men	SILVER	Athlete		https://olympics.com/en/athletes/platt-adams	Platt ADAMS	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	long jump standing men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/benjamin-w-adams	Benjamin W. ADAMS	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pentathlon men	Men	GOLD	Athlete		https://olympics.com/en/athletes/jim-thorpe	Jim THORPE	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pentathlon men	Men	GOLD	Athlete		https://olympics.com/en/athletes/ferdinand-reinhardt-bie	Ferdinand Reinhardt BIE	Norway	NO	NOR
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pentathlon men	Men	SILVER	Athlete			Jim Donahue	United States of America	US	USA
Athletics	stockholm-1912	Stockholm	Sweden	Europe	pentathlon men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/frank-lukeman	Frank LUKEMAN	Canada	CA	CAN
Football	stockholm-1912	Stockholm	Sweden	Europe	football men	Men	GOLD	GameTeam	Great Britain team			Great Britain	GB	GBR
Football	stockholm-1912	Stockholm	Sweden	Europe	football men	Men	SILVER	GameTeam	Denmark team			Denmark	DK	DEN
Football	stockholm-1912	Stockholm	Sweden	Europe	football men	Men	BRONZE	GameTeam	Netherlands team			Netherlands	NL	NED
Diving	stockholm-1912	Stockholm	Sweden	Europe	plain high diving men	Men	GOLD	Athlete		https://olympics.com/en/athletes/erik-adlerz	Erik ADLERZ	Sweden	SE	SWE
Diving	stockholm-1912	Stockholm	Sweden	Europe	plain high diving men	Men	SILVER	Athlete		https://olympics.com/en/athletes/hjalmar-johansson	Hjalmar JOHANSSON	Sweden	SE	SWE
Diving	stockholm-1912	Stockholm	Sweden	Europe	plain high diving men	Men	BRONZE	Athlete		https://olympics.com/en/athletes/john-jansson	John JANSSON	Sweden	SE	SWE
Diving	stockholm-1912	Stockholm	Sweden	Europe	10m platform women	Women	GOLD	Athlete		https://olympics.com/en/athletes/greta-johansson	Greta JOHANSSON	Sweden	SE	SWE
Diving	stockholm-1912	Stockholm	Sweden	Europe	10m platform women	Women	SILVER	Athlete		https://olympics.com/en/athletes/lisa-regnell	Lisa REGNELL	Sweden	SE	SWE
Diving	stockholm-1912	Stockholm	Sweden	Europe	10m platform women	Women	BRONZE	Athlete		https://olympics.com/en/athletes/isabella-mary-white	Isabella Mary WHITE	Great Britain	GB	GBR
Diving	stockholm-1912	Stockholm	Sweden	Europe	10m platform men	Men	GOLD	Athlete		https://olympics.com/en/athletes/erik-adlerz	Erik ADLERZ	Sweden	SE	SWE
Diving	stockholm-1912	Stockholm	Sweden	Europe	10m platform men	Men	SILVER	Athlete		https://olympics.com/en/athletes/albert-zurner	Albert ZÜRNER	Germany	DE	GER
